Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17
관측소명:해운대해수욕장,,,,,,,,,,,,,,,,
위도:35.148972,,,,,,,,,,,,,,,,
경도:129.170166,,,,,,,,,,,,,,,,
관측시간,유속(cm/s),유향(16points),유향(deg),수온(℃),유의파고(m),유의파주기(sec),최대파고(m),최대파주기(sec),풍속(m/s),,풍향(deg),기온(℃),기압(hPa),시정(m),파향(deg),
2024-04-01 13:28,14.2,동,90,13.6,0.22,4.6,0.32,4,3.3,남남서,197,15.3,1014.8,-,226,
2024-04-01 13:29,15.8,동,96,13.6,0.21,4.6,0.32,4,2.8,남남서,196,15.4,1014.8,-,350,
2024-04-01 13:30,14.6,동,92,13.6,0.22,4.5,0.32,4,3,남남서,198,15.3,1014.7,-,214,
2024-04-01 13:31,12.2,동,96,13.61,0.22,4.4,0.32,4,3.1,남남서,200,15.4,1014.7,-,231,
2024-04-01 13:32,11.8,동,101,13.64,0.21,4.6,0.28,5,3.2,남남서,199,15.5,1014.7,-,247,
2024-04-01 13:33,12.3,동,99,13.64,0.22,4.5,0.28,5,2.8,남남서,200,15.5,1014.7,-,265,
2024-04-01 13:34,10.8,동,92,13.64,0.22,4.6,0.28,5,2.8,남남서,200,15.5,1014.7,-,251,
2024-04-01 13:35,13.4,동,98,13.65,0.21,4.5,0.28,5,2.8,남남서,198,15.4,1014.7,-,267,
2024-04-01 13:36,12.5,동,88,13.65,0.2,4.3,0.24,3.5,3.3,남남서,199,15.5,1014.6,-,314,
2024-04-01 13:37,11.8,동,96,13.63,0.18,4.7,0.24,3.5,3.1,남남서,205,15.5,1014.6,-,7,
2024-04-01 13:38,11.9,동,95,13.63,0.18,4.4,0.27,5,3.2,남남서,207,15.4,1014.6,-,164,
2024-04-01 13:39,14.1,동,89,13.62,0.19,4.3,0.27,5,3.3,남남서,203,15.3,1014.5,-,183,
2024-04-01 13:40,12.1,동,90,13.63,0.18,4.3,0.27,5,3.1,남남서,199,15.5,1014.5,-,280,
2024-04-01 13:41,11.1,동,94,13.65,0.2,4.4,0.27,5,3.1,남남서,206,15.4,1014.5,-,299,
2024-04-01 13:42,-,-,-,-,0.2,4.3,0.24,4,-,-,-,-,-,-,14,
2024-04-01 13:43,9.9,동,94,13.67,0.21,4.2,0.25,4,2.9,남남서,208,15.4,1014.5,-,274,
2024-04-01 13:44,9.9,동,91,13.68,0.21,4.1,0.25,3.5,3.2,남남서,207,15.4,1014.4,-,306,
2024-04-01 13:45,9.5,동,90,13.68,0.22,4.3,0.28,4,3,남남서,204,15.5,1014.4,-,286,
2024-04-01 13:46,9.6,동남동,103,13.68,0.22,4,0.28,3,3,남남서,207,15.4,1014.4,-,151,
2024-04-01 13:47,9.8,동,100,13.69,0.21,4.1,0.28,3,3,남남서,207,15.6,1014.4,-,157,
2024-04-01 13:48,10,동남동,106,13.72,0.21,4.6,0.29,3.5,3,남남서,204,15.5,1014.4,-,327,
2024-04-01 13:49,8.6,동,101,13.74,0.21,4.2,0.29,3.5,2.8,남남서,201,15.5,1014.5,-,164,
2024-04-01 13:50,9.6,동남동,108,13.74,0.21,4.4,0.35,4.5,2.5,남남서,202,15.7,1014.5,-,280,
2024-04-01 13:51,11.1,동남동,108,13.74,0.21,4.5,0.35,4.5,2.4,남남서,205,15.6,1014.5,-,250,
2024-04-01 13:52,8.7,동,101,13.74,0.21,4.5,0.35,4.5,2.4,남남서,206,15.6,1014.5,-,281,
2024-04-01 13:53,9.9,동,98,13.74,0.2,4.8,0.35,4.5,2.2,남서,215,15.5,1014.4,-,290,
2024-04-01 13:54,10.1,동남동,107,13.75,0.19,4.7,0.31,4.5,2.3,남남서,206,15.6,1014.4,-,93,
2024-04-01 13:55,8.9,동남동,104,13.77,0.2,4.5,0.29,3.5,2.2,남남서,192,15.6,1014.4,-,187,
2024-04-01 13:56,8.7,동남동,104,13.77,0.21,4.2,0.39,4.5,2,남남서,205,15.6,1014.4,-,280,
2024-04-01 13:57,7.7,동,99,13.79,0.22,4.7,0.39,4.5,2.2,남남서,202,15.6,1014.4,-,9,
2024-04-01 13:58,5.6,동남동,112,13.82,0.22,4.9,0.39,4.5,2.4,남남서,199,15.6,1014.4,-,303,
2024-04-01 13:59,8,동남동,106,13.85,0.22,4.9,0.39,4.5,2.9,남남서,206,15.7,1014.4,-,336,
2024-04-01 14:00,8.9,동남동,109,13.89,0.2,5.1,0.27,5,2.6,남남서,201,15.6,1014.4,-,209,
2024-04-01 14:01,10.6,동,97,13.92,0.19,4.8,0.27,5,2.7,남남서,197,15.7,1014.4,-,140,
2024-04-01 14:02,10.8,동,94,13.99,0.2,4.5,0.27,5,2.8,남남서,202,15.7,1014.4,-,248,
2024-04-01 14:03,9.8,동,87,14.04,0.2,4.4,0.27,4,2.9,남남서,199,15.7,1014.4,-,170,
2024-04-01 14:04,9.4,동,87,14.06,0.21,4.4,0.27,4,2.8,남남서,202,15.7,1014.4,-,249,
2024-04-01 14:05,7.9,동,91,14.05,0.21,4.1,0.3,4.5,3.1,남남서,203,15.7,1014.4,-,254,
2024-04-01 14:06,10.5,동,94,14.03,0.22,4,0.3,4.5,3,남남서,196,15.7,1014.3,-,138,
2024-04-01 14:07,9.6,동,88,14.05,0.22,3.9,0.3,4.5,3.1,남남서,208,15.7,1014.3,-,154,
2024-04-01 14:08,10.4,동,100,14.05,0.23,4.1,0.3,4.5,3.3,남남서,207,15.7,1014.3,-,106,
2024-04-01 14:09,9.6,동,90,14.07,0.22,4.1,0.27,5,3.3,남남서,200,15.6,1014.3,-,124,
2024-04-01 14:10,7.7,동,93,14.03,0.22,4.6,0.27,5,3.3,남남서,195,15.6,1014.3,-,172,
2024-04-01 14:11,9.1,동남동,106,14.01,0.22,4.8,0.28,5.5,3.5,남남서,202,15.6,1014.2,-,184,
2024-04-01 14:12,7.1,동남동,109,13.99,0.21,4.5,0.28,5.5,3.3,남남서,200,15.7,1014.2,-,162,
2024-04-01 14:13,6.9,동남동,118,13.96,0.21,4.6,0.28,5.5,3.5,남남서,206,15.6,1014.2,-,197,
2024-04-01 14:14,6,동남동,109,13.96,0.2,4.5,0.28,5.5,3.6,남남서,206,15.7,1014.2,-,231,
2024-04-01 14:15,5.1,동남동,114,13.95,0.21,4.2,0.28,4,3.6,남남서,206,15.7,1014.2,-,127,
2024-04-01 14:16,8,동남동,122,13.97,0.23,4.5,0.41,3.5,4,남남서,209,15.6,1014.2,-,232,
2024-04-01 14:17,7.8,동,91,14.01,0.24,4.2,0.41,3.5,4,남서,214,15.5,1014.2,-,22,
2024-04-01 14:18,9,동,99,14.02,0.24,4.2,0.41,3.5,3.9,남서,214,15.6,1014.2,-,325,
2024-04-01 14:19,8.4,동,99,14.08,0.24,4.4,0.41,3.5,4.1,남서,215,15.5,1014.2,-,163,
2024-04-01 14:20,8.4,동,93,14.08,0.23,4.1,0.41,3.5,4.1,남서,217,15.4,1014.2,-,239,
2024-04-01 14:21,10.3,동,100,14.09,0.22,4.2,0.28,4,4.2,남서,215,15.4,1014.1,-,158,
2024-04-01 14:22,10.5,동,89,14.12,0.24,4.3,0.36,4,4.2,남서,214,15.5,1014.1,-,107,
2024-04-01 14:23,11.9,동,82,14.16,0.23,4.1,0.36,4,4.2,남남서,206,15.5,1014.1,-,260,
2024-04-01 14:24,10.6,동,80,14.19,0.25,4,0.36,4,3.9,남남서,213,15.5,1014.1,-,333,
2024-04-01 14:25,8.3,동,98,14.15,0.25,3.9,0.36,3.5,3.8,남서,220,15.4,1014.1,-,327,
2024-04-01 14:26,11.3,동,83,14.15,0.25,4,0.36,3.5,3.7,남서,223,15.5,1014.1,-,289,
2024-04-01 14:27,11.1,동,84,14.17,0.24,3.8,0.36,3.5,3.9,남서,217,15.4,1014.1,-,178,
2024-04-01 14:28,11.1,동,90,14.17,0.24,3.8,0.36,3.5,3.5,남서,216,15.3,1014.1,-,343,
2024-04-01 14:29,9.4,동,87,14.18,0.25,4,0.36,4,3.6,남남서,212,15.5,1014.1,-,128,
2024-04-01 14:30,11.1,동,85,14.2,0.24,4.3,0.35,4,3.8,남남서,212,15.4,1014,-,176,
2024-04-01 14:31,12.5,동북동,73,14.22,0.24,4,0.35,4,3.5,남서,215,15.5,1014,-,89,
2024-04-01 14:32,10.6,동,81,14.23,0.22,4.4,0.32,6,3.7,남서,216,15.5,1014,-,111,
2024-04-01 14:33,9.7,동,81,14.22,0.2,4.2,0.3,4,3.8,남남서,210,15.6,1014,-,97,
2024-04-01 14:34,11.1,동북동,72,14.23,0.2,4.6,0.3,3.5,3.8,남남서,210,15.5,1014,-,91,
2024-04-01 14:35,11.8,동,85,14.23,0.2,4.6,0.35,4.5,3.7,남남서,210,15.4,1014,-,177,
2024-04-01 14:36,10.9,동,81,14.24,0.2,4.2,0.35,4.5,3.9,남남서,212,15.6,1014,-,164,
2024-04-01 14:37,9.4,동북동,76,14.25,0.21,4,0.35,4.5,3.9,남남서,210,15.5,1014,-,186,
2024-04-01 14:38,10.2,동북동,75,14.24,0.22,3.7,0.35,4.5,3.5,남남서,210,15.5,1014,-,283,
2024-04-01 14:39,8.4,동북동,78,14.24,0.23,3.8,0.3,4,3.4,남남서,213,15.6,1014,-,227,
2024-04-01 14:40,9.9,동,84,14.24,0.22,4,0.3,4,4,남남서,212,15.6,1014,-,73,
2024-04-01 14:41,11.2,동,87,14.25,0.23,4,0.4,4,4.4,남남서,197,15.6,1014,-,313,
2024-04-01 14:42,10.7,동,85,14.26,0.24,3.8,0.4,4,4.9,남남서,209,15.6,1014,-,301,
2024-04-01 14:43,12.8,동,88,14.27,0.24,4.1,0.4,4,5,남남서,206,15.5,1014,-,189,
2024-04-01 14:44,12.7,동,90,14.3,0.23,4,0.4,4,4.6,남남서,212,15.5,1014,-,245,
2024-04-01 14:45,11.5,동,96,14.31,0.21,4.2,0.3,4,4.6,남남서,211,15.5,1014,-,207,
2024-04-01 14:46,11.6,동,84,14.32,0.2,3.9,0.3,4,4.4,남서,214,15.5,1014,-,146,
2024-04-01 14:47,10.2,동,89,14.32,0.19,3.7,0.3,4,4.2,남서,215,15.5,1014,-,119,
2024-04-01 14:48,10.4,동,87,14.33,0.21,3.7,0.37,4,3.8,남서,215,15.6,1014,-,70,
2024-04-01 14:49,8.9,동,97,14.32,0.21,3.8,0.37,4,3.9,남서,214,15.6,1014,-,40,
2024-04-01 14:50,8,동,90,14.28,0.22,3.9,0.37,4,4,남서,219,15.5,1014,-,153,
2024-04-01 14:51,7.2,동,92,14.23,0.22,4,0.37,4,3.9,남남서,213,15.6,1014,-,32,
2024-04-01 14:52,8.6,동,88,14.25,0.23,4.3,0.37,4.5,4,남서,215,15.5,1014,-,154,
2024-04-01 14:53,10.6,동,86,14.3,0.24,4.2,0.37,4.5,4.6,남서,214,15.6,1014,-,123,
2024-04-01 14:54,9,동,97,14.28,0.23,4.3,0.37,4.5,4.8,남남서,211,15.6,1014,-,311,
2024-04-01 14:55,9.7,동,86,14.3,0.24,4.2,0.37,4.5,4.9,남서,215,15.6,1014.1,-,232,
2024-04-01 14:56,9.7,동,79,14.31,0.24,4.3,0.3,6,4.3,남서,215,15.6,1014.1,-,201,
2024-04-01 14:57,12.1,동,86,14.34,0.21,4.3,0.3,6,4.9,남남서,213,15.6,1014.1,-,266,
2024-04-01 14:58,11.6,동,84,14.34,0.22,4.1,0.26,3,4.6,남서,221,15.6,1014.2,-,86,
2024-04-01 14:59,12.2,동북동,76,14.35,0.22,4,0.27,3.5,4.6,남남서,213,15.6,1014.2,-,150,
2024-04-01 15:00,12.5,동,80,14.36,0.22,4,0.3,5,4.7,남서,214,15.6,1014.1,-,169,
2024-04-01 15:01,9.9,동,85,14.36,0.22,3.9,0.3,5,5.4,남남서,209,15.6,1014.1,-,184,
2024-04-01 15:02,10.2,동,87,14.35,0.23,3.8,0.3,5,5.3,남남서,211,15.6,1014.1,-,151,
2024-04-01 15:03,8.4,동,94,14.32,0.22,3.9,0.3,5,5.4,남서,214,15.6,1014.1,-,183,
2024-04-01 15:04,8.1,동,97,14.3,0.2,3.7,0.28,3.5,5.1,남서,216,15.5,1014.1,-,158,
2024-04-01 15:05,10.3,동,90,14.31,0.21,3.9,0.28,3.5,5.3,남서,219,15.6,1014.1,-,204,
2024-04-01 15:06,11.6,동,82,14.33,0.21,3.9,0.32,3,4.8,남서,220,15.6,1014.1,-,229,
2024-04-01 15:07,12.6,동,80,14.35,0.22,3.8,0.32,3,5.3,남서,216,15.6,1014.1,-,184,
2024-04-01 15:08,10.5,동,88,14.35,0.23,3.6,0.32,3,5.9,남서,219,15.6,1014.1,-,208,
2024-04-01 15:09,10.7,동,85,14.34,0.23,3.7,0.32,3,5.7,남서,217,15.6,1014.1,-,171,
2024-04-01 15:10,8.2,동,90,14.32,0.23,3.9,0.31,3.5,5.8,남서,216,15.6,1014.1,-,216,
2024-04-01 15:11,11,동,85,14.3,0.22,3.7,0.31,3.5,5.6,남서,215,15.6,1014.1,-,144,
2024-04-01 15:12,10.8,동,82,14.3,0.2,4.2,0.31,3.5,5.8,남서,217,15.5,1014.1,-,109,
2024-04-01 15:13,10.5,동북동,74,14.3,0.2,3.8,0.26,6.5,5.7,남서,218,15.6,1014.1,-,181,
2024-04-01 15:14,11.9,동,84,14.32,0.21,3.9,0.28,5,5.8,남서,218,15.6,1014.1,-,153,
2024-04-01 15:15,12.1,동,82,14.31,0.21,4.1,0.31,6.5,5.3,남서,218,15.6,1014.1,-,141,
2024-04-01 15:16,11.9,동,86,14.3,0.22,3.9,0.31,6,6,남서,214,15.6,1014,-,137,
2024-04-01 15:17,10.6,동,84,14.3,0.22,3.5,0.31,6,6.6,남서,217,15.6,1014,-,124,
2024-04-01 15:18,10,동북동,75,14.29,0.21,3.5,0.31,6,6.6,남서,216,15.6,1014,-,112,
2024-04-01 15:19,8.4,동,92,14.28,0.21,3.5,0.27,3,6.7,남서,217,15.6,1014,-,132,
2024-04-01 15:20,10.5,동,88,14.27,0.21,3.6,0.27,3,6.3,남서,217,15.7,1014,-,282,
2024-04-01 15:21,11.9,동,88,14.28,0.2,3.8,0.27,3,6.8,남서,216,15.7,1014,-,179,
2024-04-01 15:22,11.7,동,80,14.28,0.21,4.1,0.31,5,6.4,남서,217,15.6,1013.9,-,234,
2024-04-01 15:23,11,동,86,14.29,0.21,4.1,0.31,5,6.2,남서,215,15.7,1013.9,-,287,
2024-04-01 15:24,10.4,동,87,14.28,0.22,4.1,0.36,5,6.2,남남서,213,15.8,1013.9,-,216,
2024-04-01 15:25,8.7,동,88,14.26,0.22,4.3,0.36,5,5.7,남남서,213,15.8,1013.9,-,143,
2024-04-01 15:26,9.2,동,89,14.24,0.21,4.1,0.36,5,5.7,남남서,213,15.8,1013.9,-,127,
2024-04-01 15:27,13.2,동,90,14.26,0.21,4.2,0.36,5,5.5,남남서,212,15.7,1013.8,-,149,
2024-04-01 15:28,10.9,동,87,14.27,0.21,4.2,0.32,4.5,5.5,남남서,211,15.7,1013.8,-,185,
2024-04-01 15:29,13.6,동,89,14.29,0.21,4.1,0.32,4.5,5.7,남남서,212,15.8,1013.8,-,165,
2024-04-01 15:30,12.1,동,89,14.29,0.2,4,0.3,4,5.9,남남서,213,15.7,1013.8,-,161,
2024-04-01 15:31,11.2,동,85,14.29,0.22,4.1,0.3,4,6.3,남남서,211,15.7,1013.8,-,195,
2024-04-01 15:32,11.6,동,92,14.29,0.23,3.7,0.35,4.5,6.5,남남서,210,15.7,1013.7,-,167,
2024-04-01 15:33,12.7,동,87,14.29,0.23,3.6,0.35,4.5,6.3,남남서,213,15.8,1013.8,-,174,
2024-04-01 15:34,14.8,동,79,14.3,0.24,3.6,0.35,4.5,5.8,남서,214,15.8,1013.8,-,173,
2024-04-01 15:35,12.4,동,82,14.3,0.24,3.7,0.35,4.5,6.2,남남서,212,15.8,1013.8,-,175,
2024-04-01 15:36,14.6,동,87,14.29,0.23,3.8,0.31,4.5,6.3,남서,215,15.8,1013.8,-,163,
2024-04-01 15:37,14.6,동,90,14.29,0.22,4.1,0.31,4.5,6,남남서,212,15.8,1013.8,-,162,
2024-04-01 15:38,13.1,동,88,14.29,0.23,3.7,0.32,3,6.2,남남서,212,15.8,1013.8,-,137,
2024-04-01 15:39,14.6,동,86,14.29,0.25,3.5,0.39,3,6.3,남서,214,15.8,1013.8,-,166,
2024-04-01 15:40,12.5,동,89,14.29,0.25,3.5,0.39,3,6.5,남서,214,15.8,1013.8,-,161,
2024-04-01 15:41,12.3,동,86,14.29,0.26,3.5,0.39,3,6,남서,218,15.8,1013.9,-,129,
2024-04-01 15:42,10.3,동,85,14.27,0.26,3.5,0.39,3,6.1,남서,216,15.8,1013.9,-,165,
2024-04-01 15:43,10.7,동,98,14.24,0.24,3.6,0.33,2.5,6.9,남서,214,15.7,1013.9,-,193,
2024-04-01 15:44,11.2,동,93,14.26,0.24,3.5,0.33,2.5,6.4,남서,218,15.8,1013.9,-,182,
2024-04-01 15:45,13,동,89,14.27,0.23,3.5,0.33,2.5,6,남서,217,15.7,1013.9,-,127,
2024-04-01 15:46,14.5,동,89,14.27,0.23,3.7,0.34,5,7,남서,216,15.7,1013.9,-,125,
2024-04-01 15:47,13.4,동,88,14.26,0.22,3.8,0.34,5,6.5,남서,215,15.8,1013.9,-,157,
2024-04-01 15:48,13.2,동,86,14.27,0.23,3.7,0.34,5,6.5,남남서,212,15.8,1013.9,-,122,
2024-04-01 15:49,15.4,동,89,14.28,0.23,3.8,0.34,5,6.7,남서,215,15.8,1013.9,-,125,
2024-04-01 15:50,13.2,동,96,14.28,0.23,4,0.35,3,6.8,남서,217,15.8,1013.9,-,111,
2024-04-01 15:51,13.3,동,87,14.28,0.23,3.7,0.35,3,7.3,남서,215,15.8,1013.9,-,136,
2024-04-01 15:52,13.8,동,93,14.28,0.23,3.8,0.35,3,7.2,남서,218,15.8,1013.9,-,180,
2024-04-01 15:53,14.1,동,93,14.27,0.23,3.7,0.35,3,6.9,남서,220,15.8,1013.9,-,128,
2024-04-01 15:54,12.6,동,90,14.27,0.22,3.6,0.33,4.5,7.3,남서,216,15.7,1013.9,-,182,
2024-04-01 15:55,14.6,동,86,14.29,0.23,3.3,0.46,3,7.2,남서,216,15.7,1013.9,-,200,
2024-04-01 15:56,15.5,동북동,75,14.3,0.23,3.1,0.46,3,6.4,남서,221,15.7,1014,-,215,
2024-04-01 15:57,14.7,동,88,14.29,0.24,3.1,0.46,3,6.7,남서,220,15.7,1014,-,172,
2024-04-01 15:58,12.7,동북동,77,14.3,0.26,3,0.46,3,6.1,남서,220,15.8,1014,-,165,
2024-04-01 15:59,12,동,98,14.29,0.27,3.2,0.46,3,6,남서,222,15.8,1014,-,165,
2024-04-01 16:00,13.4,동,81,14.28,0.27,3.2,0.39,2.5,5.7,남서,226,15.8,1014,-,161,
2024-04-01 16:01,10.8,동북동,78,14.28,0.25,3.5,0.37,2.5,4.9,남서,225,15.8,1014,-,162,
2024-04-01 16:02,12.4,동,85,14.28,0.25,3.5,0.36,2.5,5.1,남서,228,15.9,1014,-,178,
2024-04-01 16:03,9.4,동,93,14.26,0.25,3.5,0.36,2.5,5.3,남서,226,15.8,1014,-,176,
2024-04-01 16:04,9.4,동,84,14.24,0.26,3.4,0.35,2.5,5.5,남서,227,15.8,1014,-,192,
2024-04-01 16:05,9.6,동,91,14.22,0.28,3.1,0.37,4.5,5.2,남서,219,16,1014,-,187,
2024-04-01 16:06,12.3,동,95,14.24,0.29,2.9,0.38,2.5,5.3,남서,219,16,1014,-,181,
2024-04-01 16:07,11.7,동,85,14.24,0.29,2.8,0.38,2.5,4.8,남서,221,16,1014,-,183,
2024-04-01 16:08,10.8,동,88,14.22,0.31,2.8,0.38,2.5,4.5,남서,222,16.2,1014,-,172,
2024-04-01 16:09,9.8,동,79,14.22,0.3,2.7,0.4,3,4.8,남서,228,16.2,1014,-,179,
2024-04-01 16:10,9.6,동,95,14.22,0.32,2.8,0.43,3,4.5,남서,225,16.2,1014,-,169,
2024-04-01 16:11,9.1,동,98,14.21,0.31,2.7,0.43,3,4.5,남서,225,16.3,1014.1,-,170,
2024-04-01 16:12,10.9,동북동,78,14.23,0.3,2.8,0.43,3,4.6,남서,231,16.4,1014.1,-,168,
2024-04-01 16:13,12.5,동,94,14.24,0.3,2.8,0.43,3,6.3,남서,227,16.4,1014.1,-,175,
2024-04-01 16:14,13.4,동,85,14.25,0.28,2.9,0.35,2.5,5.5,남서,229,16.6,1014.1,-,166,
2024-04-01 16:15,11.7,동,93,14.24,0.27,3,0.34,2.5,5.4,남서,222,16.6,1014.1,-,157,
2024-04-01 16:16,11,동,83,14.24,0.28,3,0.41,2.5,5.4,남서,225,16.6,1014.1,-,173,
2024-04-01 16:17,12.2,동,92,14.24,0.28,3.1,0.41,2.5,5.2,남서,226,16.7,1014.1,-,181,
2024-04-01 16:18,9.7,동,86,14.23,0.29,3.2,0.41,2.5,5,남서,224,16.8,1014.1,-,181,
2024-04-01 16:19,10.6,동,81,14.23,0.3,3.1,0.41,2.5,4.9,남서,224,16.8,1014.2,-,177,
2024-04-01 16:20,11.6,동,90,14.22,0.3,3.1,0.41,3,5.5,남서,225,16.7,1014.2,-,167,
2024-04-01 16:21,9.8,동,83,14.23,0.29,3.1,0.41,3,5,남서,221,16.8,1014.2,-,168,
2024-04-01 16:22,11.1,동,99,14.23,0.28,3,0.39,2.5,5,남서,228,16.7,1014.2,-,170,
2024-04-01 16:23,9.6,동,92,14.22,0.26,3.3,0.36,3,4.9,남서,225,16.8,1014.2,-,201,
2024-04-01 16:24,7.7,동,93,14.22,0.25,3.5,0.36,3,4.8,남서,227,16.9,1014.2,-,184,
2024-04-01 16:25,12.3,동,92,14.24,0.26,3.4,0.36,3,4.8,남서,221,16.7,1014.2,-,167,
2024-04-01 16:26,9.9,동,88,14.23,0.26,3.3,0.41,3,5,남서,223,16.8,1014.2,-,175,
2024-04-01 16:27,12.7,동,90,14.23,0.27,3.3,0.41,3,4.9,남서,224,16.8,1014.2,-,166,
2024-04-01 16:28,10.9,동,97,14.23,0.27,3.4,0.41,3,4.5,남서,225,16.8,1014.2,-,175,
2024-04-01 16:29,9.4,동,81,14.22,0.27,3.3,0.41,3,5.4,남서,221,16.8,1014.2,-,187,
2024-04-01 16:30,9,동,90,14.2,0.27,3.4,0.36,3,6,남서,223,16.7,1014.2,-,184,
2024-04-01 16:31,9,동,88,14.2,0.26,3.6,0.36,3,5.6,남서,223,16.6,1014.2,-,155,
2024-04-01 16:32,9.7,동,88,14.21,0.26,3.9,0.36,3,5.4,남서,228,16.7,1014.2,-,189,
2024-04-01 16:33,11.8,동,82,14.21,0.26,3.8,0.36,3,5.5,남서,223,16.7,1014.2,-,184,
2024-04-01 16:34,11.6,동,85,14.22,0.25,3.8,0.34,4.5,5.5,남서,226,16.7,1014.2,-,178,
2024-04-01 16:35,11.5,동남동,105,14.21,0.25,3.4,0.33,2.5,5.9,남서,225,16.7,1014.2,-,183,
2024-04-01 16:36,12.1,동,84,14.21,0.25,3.3,0.33,2.5,5.5,남서,223,16.7,1014.3,-,185,
2024-04-01 16:37,12.4,동,96,14.22,0.24,3.1,0.32,3,5.2,남서,224,16.8,1014.3,-,171,
2024-04-01 16:38,10.9,동,87,14.22,0.27,3.5,0.45,3,5.2,남서,223,16.7,1014.2,-,179,
2024-04-01 16:39,10.4,동,80,14.21,0.29,3.8,0.47,4.5,5,남서,222,16.8,1014.2,-,108,
2024-04-01 16:40,9.2,동북동,74,14.2,0.31,3.9,0.47,4.5,4.9,남서,221,16.8,1014.2,-,169,
2024-04-01 16:41,9.9,동,84,14.2,0.31,3.9,0.47,4.5,4.8,남서,223,16.7,1014.2,-,204,
2024-04-01 16:42,10.2,동,83,14.2,0.29,3.7,0.47,4.5,4.9,남서,226,16.8,1014.1,-,163,
2024-04-01 16:43,7.9,동,85,14.2,0.29,3.4,0.39,4,4.6,남서,223,16.7,1014.1,-,166,
2024-04-01 16:44,11.6,동,88,14.2,0.29,3.5,0.39,4,4.6,남서,221,16.7,1014.1,-,201,
2024-04-01 16:45,11.1,동,84,14.2,0.29,3.3,0.39,4,4.5,남서,223,16.7,1014.1,-,184,
2024-04-01 16:46,8.6,동,87,14.19,0.29,3.3,0.39,4,4.9,남서,218,16.7,1014.1,-,199,
2024-04-01 16:47,9.1,동북동,75,14.19,0.26,3.3,0.39,3,5.5,남서,224,16.6,1014.1,-,184,
2024-04-01 16:48,6.8,동,87,14.19,0.26,3,0.34,3,5.2,남서,227,16.7,1014.1,-,190,
2024-04-01 16:49,9,동,90,14.19,0.26,3,0.32,2.5,5.4,남서,226,16.6,1014.2,-,167,
2024-04-01 16:50,9.4,동북동,74,14.19,0.27,2.9,0.42,3,4.9,남서,223,16.7,1014.2,-,168,
2024-04-01 16:51,8.1,동북동,77,14.19,0.32,2.9,0.57,3,5.5,남서,218,16.6,1014.2,-,171,
2024-04-01 16:52,9.3,동,99,14.19,0.32,3,0.57,3,4.8,남서,218,16.5,1014.2,-,171,
2024-04-01 16:53,9.5,동,80,14.19,0.32,3.1,0.57,3,5.5,남서,221,16.5,1014.2,-,193,
2024-04-01 16:54,9.1,동,94,14.2,0.31,3.1,0.57,3,5.6,남서,227,16.5,1014.2,-,140,
2024-04-01 16:55,8.2,동,87,14.2,0.27,3.1,0.37,3,5.3,남서,225,16.5,1014.2,-,179,
2024-04-01 16:56,10.5,동,87,14.2,0.26,3.4,0.37,3,5.4,남서,223,16.4,1014.2,-,179,
2024-04-01 16:57,7,동,90,14.2,0.26,3.3,0.48,2.5,5.2,남서,222,16.4,1014.2,-,191,
2024-04-01 16:58,9.8,동,98,14.2,0.26,3.1,0.48,2.5,5.4,남서,227,16.5,1014.2,-,162,
2024-04-01 16:59,8,동,95,14.2,0.25,3.3,0.48,2.5,4.9,남서,231,16.4,1014.3,-,192,
2024-04-01 17:00,6.9,동,84,14.19,0.26,3.3,0.48,2.5,5.1,남서,219,16.5,1014.3,-,176,
2024-04-01 17:01,9.3,동,97,14.2,0.26,3.4,0.48,2.5,5.9,남서,217,16.5,1014.3,-,141,
2024-04-01 17:02,7.4,동,83,14.2,0.25,3.6,0.37,3,5.4,남서,219,16.5,1014.3,-,160,
2024-04-01 17:03,8.6,동,96,14.19,0.26,3.5,0.37,3,5.4,남서,216,16.5,1014.3,-,186,
2024-04-01 17:04,6.5,동,100,14.19,0.26,3.5,0.37,3,5.2,남서,215,16.5,1014.3,-,163,
2024-04-01 17:05,6.1,동,80,14.19,0.28,3.1,0.37,2.5,5.9,남남서,213,16.5,1014.3,-,159,
2024-04-01 17:06,5.6,동,97,14.19,0.29,3.1,0.38,2.5,5.5,남서,215,16.5,1014.3,-,168,
2024-04-01 17:07,6,동북동,75,14.19,0.3,2.9,0.38,2.5,5.2,남서,216,16.5,1014.3,-,162,
2024-04-01 17:08,3.6,동,83,14.19,0.29,2.9,0.38,2.5,4.5,남서,218,16.6,1014.4,-,177,
2024-04-01 17:09,4.1,동북동,61,14.18,0.28,2.9,0.38,2.5,4.2,남서,221,16.5,1014.4,-,156,
2024-04-01 17:10,3.1,동,90,14.19,0.25,3.1,0.36,3,3.9,남서,215,16.4,1014.4,-,186,
2024-04-01 17:11,4.4,동북동,72,14.19,0.25,3,0.38,2.5,3.8,남서,214,16.4,1014.4,-,175,
2024-04-01 17:12,2.7,동,91,14.19,0.27,2.9,0.38,2.5,3.7,남서,217,16.4,1014.4,-,178,
2024-04-01 17:13,5.6,동,81,14.19,0.28,2.9,0.38,2.5,3.5,남서,218,16.4,1014.4,-,175,
2024-04-01 17:14,2.4,동,95,14.19,0.3,2.9,0.38,2.5,3.4,남서,217,16.3,1014.4,-,190,
